ID,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
18438,0,0.01,0,0,0.02
14455,0.33,0.03,0.04,0.03,0.42
4512,0,0,0.86,0,0.86
421,0,0,0.21,0,0.21
180,0.16,0.01,0,0.01,0.19
1830,0.09,0,0,0.01,0.1
6692,0.1,0.03,0,0.01,0.14
8967,0.11,0.03,0,0.01,0.15
5515,0.15,0.12,0.2,0.04,0.51
10269,1.92,0.16,0.99,0.09,3.15
12684,0.06,0,0,0,0.07
2241,0,0,0.11,0,0.11
6259,0.06,0.04,0,0.01,0.11
15200,0.2,0.05,0,0,0.25
13061,0.23,0.29,0,0.07,0.58
13046,0.13,0.03,0,0.01,0.17
10095,0.17,0,0,0.01,0.18
2447,0.69,0.11,0,0.02,0.82
11338,0,0,0.07,0,0.07
13721,0,0.01,0,0,0.02
7440,0.05,0.03,0,0.01,0.08
19877,0.41,0.11,0,0.04,0.56
11735,0,0.01,0,0,0.01
523,0.12,0.1,0,0.02,0.24
3872,0.45,0.17,0.14,0.01,0.77
13906,0,0,0.02,0,0.02
424,0,0,0.01,0,0.01
2772,0.05,0.01,0,0,0.07
254,0.03,0.02,0.74,0.01,0.8
294,0,0,0.05,0,0.05
5073,0.06,0,0,0,0.06
15082,0.31,0.08,0,0.01,0.4
9174,0.17,0.05,0,0.01,0.23
15502,0.02,0.01,0,0,0.03
9353,0.27,0.21,0.28,0.07,0.83
3398,0,0,0.03,0,0.03
11241,0.05,0,0,0,0.05
9632,0.12,0,0,0.01,0.14
8291,1.93,0.14,0,0.24,2.32
3113,0.39,0.01,0,0.06,0.47
17926,0.15,0.02,0,0.01,0.18
7262,0,0,0.06,0,0.06
9225,0.02,0.02,0.06,0.01,0.12
6764,0.58,0.04,0,0.01,0.63
3705,0.08,0,0.05,0.01,0.14
8116,0,0.01,0.06,0,0.07
16853,0,0,0.16,0,0.16
7360,0.02,0.22,0.05,0,0.29
10648,0,0.06,0,0.38,0.44
7673,0.11,0.04,0.02,0.01,0.18
13815,0.34,0.09,0,0.01,0.44
4184,0.28,0.21,0,0.05,0.54
8586,0.52,0.4,0.04,0.13,1.1
6835,0.03,0.03,0,0.01,0.07
5714,0,0.08,0,0.01,0.09
6564,0,0,0.02,0,0.02
15424,0.22,0.01,0.08,0.02,0.33
7261,0.04,0.01,0,0,0.05
12878,0,0.03,0,0.01,0.04
7563,0.3,0.2,0.3,0.06,0.87
8382,0.14,0,0,0.01,0.15
15673,0.42,0.18,0.01,0.05,0.67
1648,0,0,0.09,0,0.09
13252,0.13,0,0.01,0.01,0.16
4804,0,0,0.08,0,0.08
18776,0.1,0,0,0.01,0.1
8053,0.06,0.01,0,0.01,0.08
9405,0.04,0,0,0,0.04
16057,0.18,0.14,0,0.05,0.38
11417,0.12,0.02,0,0.01,0.15
17145,0.26,0.22,0,0.1,0.59
3943,0.27,0.53,0,0.2,1.01
1463,0,0.03,0,0,0.03
9602,0.35,0.02,0,0,0.38
6489,0,0,0.04,0,0.04
16955,0,0.1,0,0,0.1
3282,0.44,0.01,0,0.04,0.49
17422,0.36,0.46,0,0.17,0.99
14892,0.02,0,0,0,0.02
6292,0.02,0.01,0,0,0.03
17023,0.12,0,0,0.01,0.14
7833,0.28,0.4,0,0.09,0.77
12081,0.04,0.01,0,0,0.05
6028,0.02,0.02,0,0,0.05
1188,0.39,0.02,0.13,0.04,0.59
12791,0,0,0.06,0,0.06
13185,0.18,0,0,0.01,0.2
13845,0.65,1.61,0.82,0.28,3.36
7847,1.06,0.35,0.01,0.12,1.54
16400,4.98,1.3,0.08,0.07,6.43
13963,0,0.01,0,0,0.02
16384,0.1,0.1,0,0.02,0.22
10348,0.03,0,0,0,0.03
7239,0.04,0.01,0,0,0.06
14963,0,0,0.03,0,0.03
15251,0.21,0.62,0,0.14,0.98
2802,0,0,0.09,0,0.09
4457,0.25,0.56,0,0.15,0.96
17073,0.06,0.01,0,0.01,0.07
8124,0.26,0.2,0,0.07,0.53
9811,0.11,0.05,0.36,0.02,0.55
16923,0,0,0.45,0,0.45
3671,0.09,0.14,0.01,0.05,0.29
8352,0.08,0.12,0,0.03,0.23
2701,0,0.01,0,0,0.01
14291,0,0,0.05,0,0.05
13538,0.15,0.27,0,0.06,0.48
5569,0.18,0.22,0.02,0.09,0.51
1476,0.07,0.05,0,0.01,0.12
17091,0.05,0,0,0,0.06
4732,0.11,0.02,0.02,0.01,0.16
9274,5.58,2.83,0.02,0.77,9.2
1731,0.33,0.12,0,0.01,0.47
13305,0.02,0.02,0,0.01,0.05
17655,0.03,0.11,0,0.01,0.14
11008,0.09,0.07,0,0.02,0.19
116,0.73,0.1,0,0.06,0.88
18267,2.29,1.17,0.01,0.42,3.9
5800,0.52,0.09,0.01,0.07,0.69
16912,0.04,0.03,0,0.01,0.08
2245,9.67,3.73,0.11,1.13,14.64
10412,0,0,0.16,0,0.16
28,0.06,0.04,0,0.01,0.11
17978,0.03,0,0,0,0.03
4628,0,0,0.12,0,0.12
18820,0,0,0.06,0,0.06
15350,0.06,0.02,0,0,0.08
11815,0,0,0.15,0,0.15
9260,0.4,0.15,0,0.01,0.56
16383,0.11,0.01,0,0.01,0.12
15861,0,0,0.02,0,0.03
43,0,0,0.1,0,0.1
11926,3.88,3.42,1.69,0.5,9.49
10459,0.16,0.04,0,0,0.2
12130,0.14,0.04,0,0.01,0.18
19573,0.47,0.18,0,0.12,0.76
2486,0.04,0,0,0,0.04
10487,0,0,0.01,0,0.01
733,0.9,1.22,0.04,0.44,2.61
15002,0.13,0,0,0.01,0.14
10463,0.26,0.43,0.03,0.18,0.9
8910,0.39,0.41,0.1,0.16,1.06
17167,0,0,0.11,0,0.11
19737,0,0,0.02,0,0.02
9886,0,0,0.07,0,0.07
17082,0.06,0.02,0,0,0.08
1952,0.27,0.02,0,0.02,0.3
15744,0.04,0.07,0,0.02,0.14
8254,0.73,0.62,0.4,0.12,1.87
18047,0.27,0,0,0.02,0.28
15989,0.11,0.1,0.01,0.02,0.23
16112,0.01,0,0,0,0.02
14436,0,0.02,0,0,0.02
11519,0,0.02,0,0,0.02
13555,0.09,0,0,0.01,0.09
15637,0,0,0.04,0,0.04
9599,1.23,0.83,0,0.1,2.16
12888,0,0.04,0,0.01,0.05
15325,0,0,0.02,0,0.02
82,0.13,0.02,0,0.01,0.16
172,0.09,0.12,0.02,0.04,0.27
13830,0.19,0.19,0,0.08,0.46
5240,0.07,0,0,0,0.08
12578,0,0,0.12,0,0.12
7000,0.02,0.06,0.01,0.02,0.12
17588,0.47,0.64,0.06,0.25,1.41
15934,0.12,0.02,0,0.02,0.15
4041,0.52,0.16,1.29,0.03,2
15476,0.07,0.25,0,0.04,0.36
17487,0.01,0,0,0,0.01
5293,0.69,0.38,0.02,0.24,1.32
8400,0,0,0.11,0,0.11
2480,0.03,0.02,0,0.01,0.06
6334,0.07,0,0,0.01,0.08
10034,0,0.01,0,0,0.01
6676,0,0,0.02,0,0.02
7393,0.54,0.51,0,0.12,1.16
10566,1.21,0.14,0.1,0.04,1.5
3797,0.11,0,0,0.01,0.12
6239,5.98,4.44,0.48,1.83,12.73
7282,0.69,0.47,0,0.08,1.23
2040,0,0,0.06,0,0.06
6123,0.07,0,0,0.01,0.08
3676,0,0,0.03,0,0.03
7114,0.29,0.02,0,0.03,0.33
7727,0.04,0.03,0,0,0.07
19914,0,0,0.01,0,0.01
14937,0.02,0.01,0,0,0.04
18903,0,0,0.03,0,0.03
8200,0,0,0.15,0,0.15
408,0.15,0.11,0.05,0.04,0.35
4819,0.46,0.3,0,0.09,0.84
5187,2.09,1.02,0.04,0.32,3.48
12513,0,0,0.02,0,0.02
9275,0.12,0.03,0,0,0.15
11829,0.89,0.04,0,0.06,1
9029,0.08,0.36,0,0.04,0.48
2059,0,0,0.1,0,0.1
1149,0.12,0.01,0.01,0.01,0.15
2394,0.17,0.14,0,0.03,0.34
14608,0,0,0.05,0,0.05
9526,0.02,0.01,0,0,0.02
13250,0.24,0.2,0,0.05,0.49
1280,0,0.07,0,0.01,0.08
4378,0.19,0.13,0.66,0.07,1.05
8939,0.03,0.01,0,0.01,0.04
10932,0.37,0.25,0,0.04,0.66
18031,0,0.01,0,0,0.02
17270,0.72,0.45,0.01,0.11,1.28
17802,0,0,0.02,0,0.02
537,0.18,0,0,0.01,0.2
18749,0,0,0.01,0,0.01
2908,0,0.1,0,0.04,0.14
6823,0.26,0.18,0,0.03,0.47
4386,0.07,0.05,0,0.02,0.14
16874,0.03,0,0,0,0.03
9447,0.46,0.31,0,0.05,0.83
3684,0.83,0.44,0.08,0.19,1.54
4348,0.04,0.03,0,0.01,0.07
11318,0.04,0.02,0,0,0.07
14407,0.69,0.54,0,0.18,1.41
14692,0.1,0,0,0.01,0.11
7286,0.26,0.08,0.13,0.07,0.55
11802,0.1,0.35,0,0.06,0.5
14569,0,0,0.1,0,0.1
8601,0.63,0.2,0.02,0.07,0.92
15180,0.01,0,0,0,0.01
1398,0,0,0.07,0,0.07
4236,0.09,0.07,0,0.02,0.17
223,0,0,0.03,0,0.03
9455,0.09,0.02,0,0,0.12
1709,0.02,0.01,0,0,0.03
2313,0.31,0.03,0,0.03,0.38
13949,0,0.02,0,0,0.02
5243,0,0,0.06,0,0.06
12813,0.06,0,0,0,0.06
15355,0.09,0,0,0.01,0.09
674,1.58,0.05,0,0.04,1.67
5436,0,0,0.46,0,0.46
1451,0,0,1.39,0.03,1.43
4269,0.1,0.04,0.04,0.01,0.19
296,0.01,0.01,0,0,0.03
15416,0.1,0.07,0,0.02,0.19
13148,0.12,0.08,0,0.04,0.23
7699,0.09,0.02,0,0.16,0.26
1167,0,0,0.03,0,0.03
12688,0.06,0,0,0,0.06
15545,0.12,0.03,0,0,0.16
1617,0,0,0.02,0,0.02
7343,0,0.21,0,0.02,0.24
10571,0,0,0.8,0,0.8
9885,0,0,0.26,0,0.26
8881,0.76,0.4,0,0.12,1.29
17875,0.18,0.06,1.27,0.01,1.52
7732,0.07,0.05,0,0.02,0.14
1801,0.22,0.06,0,0.01,0.29
8854,0.02,0.01,0,0,0.04
15044,0.03,0.01,0,0,0.05
10486,2.21,0.12,0,0.2,2.54
2421,0.07,0.02,0,0,0.09
15995,0,0,0.03,0,0.03
3271,0.01,0.01,0,0,0.02
10904,0.09,0.03,0,0,0.13
11686,0,0,0.05,0,0.05
14919,0.39,0.26,0,0.05,0.69
2440,0.03,0.01,0,0,0.04
7735,0.05,0.01,0,0,0.06
18183,0.07,0.04,0,0.01,0.12
2779,0,0,0.1,0,0.1
10631,0.3,0.11,0,0.04,0.44
5215,0.16,0.04,0,0.01,0.21
14707,0.37,0.14,0,0.05,0.56
18875,0.25,0.15,0,0.04,0.44
4297,0.25,0.03,0,0.03,0.31
18988,0.17,0.06,0,0,0.24
9681,0.08,0,0,0,0.08
9532,0.17,0.39,0,0.09,0.64
13605,0.07,0.05,0,0.02,0.14
3478,0.03,0,0,0,0.03
887,0.5,0.02,0,0.08,0.6
14696,0.32,0.25,0,0.08,0.64
11431,0.01,0,0,0,0.01
12507,0,0,0.02,0,0.02
6399,0.05,0,0,0,0.06
19884,0.14,0.04,0,0.01,0.19
11198,0.72,0.19,0,0.03,0.93
19895,0.09,0.01,0,0.01,0.11
924,0.02,0.02,0,0.01,0.05
10796,0.1,0.03,0,0.01,0.14
793,0,0,0.02,0,0.02
13635,0.29,0.23,0,0.08,0.6
9963,0.05,0.02,0,0,0.06
17330,0.36,0.33,0.28,0.15,1.12
6694,0.17,0.19,0,0.03,0.4
16402,0.17,0.25,0,0.09,0.51
13702,0.46,0.05,0,0,0.52
11182,0,0.01,0,0,0.01
12001,0.05,0.05,0.25,0.03,0.38
3916,0.52,0.15,0,0.06,0.73
4497,0.07,0.05,0,0.01,0.13
1201,0.1,0.03,0,0,0.13
4085,0.08,0.02,0,0,0.1
3964,0.02,0.01,0,0,0.03
2981,0.02,0.03,0,0.01,0.05
4062,0,0.03,0,0,0.03
14135,0.04,0.03,0,0.01,0.08
7464,0.05,0.04,0.08,0.01,0.18
5184,0.08,0.02,0,0,0.11
11885,0.05,0,0.18,0.01,0.24
13156,0.22,0.17,0.3,0.06,0.75
4852,0,0,0.23,0,0.23
18722,0.14,0.04,0,0.01,0.18
16361,0,0,0.59,0,0.59
4186,0.1,0.08,0,0.03,0.21
8232,0.36,0.18,0,0.05,0.59
13345,0.04,0,0,0,0.04
5572,0.25,0.2,0,0.07,0.52
17027,0.1,0,0,0.01,0.11
10048,0.07,0,0,0,0.07
9356,0.05,0.01,0,0,0.06
3743,0.29,0.2,0,0.03,0.52
5983,0.13,0.09,0,0.02,0.24
11712,1.65,0.86,0.05,0.28,2.83
9025,0,0.01,0,0,0.01
6590,0.16,0.13,0,0.06,0.35
8111,0.18,0.05,0,0.01,0.23
7414,0.15,0.12,0,0.03,0.3
19957,0,0,0.09,0,0.09
14245,0.29,0.28,0,0.06,0.62
2247,0,0,0.04,0,0.04
3698,0.06,0.04,0.47,0.01,0.58
16537,3.63,0.24,0.01,0.61,4.49
8322,0.63,0.25,0.09,0.03,1
16445,0.19,0.01,0,0.02,0.22
11673,0,0,0.15,0,0.15
14453,0.04,0,0,0,0.04
6100,0,0.02,0,0,0.02
19539,0.05,0.02,0,0,0.07
18751,0,0,0.04,0,0.04
6180,0.23,0.41,0.01,0.08,0.73
18096,0.37,0.21,0,0.03,0.61
6991,0.94,0.49,0,0.15,1.58
14351,0,0,0.02,0,0.02
16968,0.03,0.01,0.04,0,0.09
454,0,0,0.49,0,0.49
10492,0,0,0.01,0,0.01
12622,0,0,0.02,0,0.02
711,0.28,0.47,0,0.14,0.89
3848,0,0,0.03,0,0.03
16481,0.04,0.01,0,0,0.05
12290,0.1,0.08,0,0.02,0.2
17971,0,0,0.15,0,0.15
1679,0.02,0.01,0,0,0.03
4271,0.11,0.09,0,0.03,0.23
3601,0.3,0.01,0,0.07,0.39
12609,0.21,0.18,0.22,0.08,0.7
5847,0.14,0.04,0,0,0.18
12184,0.08,0.08,0.03,0.02,0.21
6731,0.11,0.08,0,0.01,0.21
7199,0.47,0.37,0.52,0.12,1.48
13855,0.22,0,0,0.02,0.24
1240,0,0,0.42,0.03,0.45
5659,0.1,0,0,0.01,0.11
1060,0.04,0,0,0,0.04
17999,0.32,0.06,0.57,0.01,0.96
3663,0,0,0.05,0,0.05
18682,0,0,0.23,0,0.23
5056,0.27,0.66,0,0.12,1.05
11412,0,0.08,0,0.01,0.09
15006,0,0,0.03,0,0.03
11820,0,0,0.02,0,0.02
13986,0,0,0.02,0,0.02
19778,0.05,0.04,0,0.02,0.1
17399,0,0,0.09,0,0.09
9462,0,0,0.01,0,0.01
2326,0.01,0.23,0,0.06,0.3
1822,0.21,0.01,0,0,0.22
3095,0.03,0.03,0.05,0.01,0.12
8674,0.21,0,0,0.02,0.23
5007,0,0,0.25,0.01,0.26
8383,0.01,0.06,0,0.01,0.08
19093,0,0,0.06,0,0.06
17881,0,0,0.05,0,0.05
11908,0.09,0.13,0,0.02,0.23
5294,0,0,0.02,0,0.02
8035,0.09,0.07,0,0.02,0.18
14039,0,0,0.03,0,0.03
15967,0,0,0.02,0,0.02
13964,0.15,0.12,0,0.04,0.31
11573,0.15,0.04,0,0.02,0.2
2004,0.12,0.03,0,0.01,0.16
6419,6.16,3.4,1.2,0.76,11.52
18062,0.63,0.01,0,0.05,0.68
7463,1.61,0.03,0,0.08,1.72
12247,0.05,0,0,0,0.06
18742,0.04,0.03,0,0.01,0.08
5748,0,0.07,0,0.02,0.09
11372,1.18,0.08,0,0.01,1.27
10902,0.28,0,0,0.02,0.3
275,0.09,0.06,0,0.01,0.17
15398,0,0,0.25,0,0.25
11770,0,0,0.02,0,0.02
11011,0,0,0.01,0,0.01
14153,0.32,0.19,0,0.02,0.53
10839,0,0,0.13,0,0.13
2238,0.14,0.15,0,0.03,0.32
1473,0.06,0.04,0.15,0.02,0.28
9543,0,0,0.06,0,0.06
9594,0.83,0.63,0.02,0.25,1.74
6401,0.17,0.13,0,0.03,0.33
9782,0.1,0.08,0,0.02,0.2
6654,0.35,0.52,0,0.22,1.09
11646,0.08,0.02,0,0,0.1
351,0.06,0.04,0.22,0.02,0.33
5910,0.01,0.13,0,1.18,1.32
13115,0.27,0.26,0,0.05,0.58
1595,0.68,0.46,0,0.08,1.22
13677,0.17,0.05,0,0.02,0.23
13353,0.3,0.04,0,0.04,0.38
19454,0.11,0.03,0,0.01,0.14
12373,0,0,1.69,0.01,1.7
14406,0.04,0.03,0,0.01,0.07
9755,0,0.28,0,0.04,0.32
11796,1.3,1.51,0.27,0.61,3.69
531,0,0,0.16,0.01,0.17
17148,0.27,0.07,0,0.01,0.35
595,0.1,0,0,0.12,0.22
17245,0,0,0.03,0,0.03
13878,0.03,0.07,0,0.02,0.12
693,0.26,0.1,0.44,0.04,0.85
6394,0.56,0,0,0.05,0.61
2023,0.11,0,0,0.01,0.12
6044,0.05,0.03,0,0.01,0.1
14995,0.03,0.01,0,0,0.04
418,0.07,0.02,0,0,0.09
19607,0.01,0.06,0,0.01,0.09
6452,0.06,0.02,0,0,0.08
11936,0.09,0.07,0.32,0.03,0.5
4657,0.14,0.18,0,0.06,0.37
910,0.15,0.35,0,0.16,0.66
2169,0,0,0.08,0,0.08
2393,0.06,0.01,0,0.01,0.08
8483,0.04,0,0,0,0.05
6798,0,0,0.05,0,0.05
13296,0.37,0.21,0,0.06,0.64
18393,0.36,0.45,0.32,0.28,1.41
15056,0.43,0.1,0,0.01,0.54
14089,0.18,0.03,0,0.02,0.23
8884,0.37,0.29,0,0.1,0.76
19337,0,0,0.09,0,0.09
7854,1.57,0.04,1.19,0.15,2.96
2537,0,0,0.02,0,0.02
19057,0.03,0,0,0,0.03
12911,0.04,0.01,0,0,0.05
17821,0.09,0.06,0,0.01,0.17
10695,0.64,0.63,0,0.14,1.41
15781,0.06,0.04,0,0.01,0.12
13462,0.09,0.09,0,0.04,0.22
895,0.51,0.4,0,0.13,1.05
8548,0.04,0,0,0,0.04
18833,0.59,0.12,0,0.03,0.74
2563,0.1,0.04,0,0.01,0.15
13107,0.09,0.06,0,0.01,0.15
2593,1.08,0.2,0,0.2,1.48
1014,1.68,0.44,0,0.08,2.19
2061,0,0.03,0,0,0.03
13428,0.35,0.3,0,0.07,0.72
12458,0,0,0.04,0,0.04
16780,0.07,0.02,0,0,0.1
5551,0.06,0.02,0,0,0.08
10194,3.98,0.26,0.01,0.66,4.91
3508,0.06,0,0.05,0,0.11
17540,0.03,0.02,0,0.01,0.06
27,0,0,0.01,0,0.01
8651,0.04,0.01,0,0,0.06
13984,0.01,0,0,0,0.01
8006,0.02,0,0,0,0.02
17209,0.14,0.11,0.17,0.04,0.46
3286,0.65,0.22,0,0.09,0.95
15395,0,0,0.21,0,0.21
14724,0.18,0.08,0,0.01,0.27
11323,0.05,0.1,0,0.03,0.18
7174,0,0,0.02,0,0.02
16557,0.17,0.04,0.08,0.02,0.32
18479,0.04,0.02,0,0,0.06
12469,1.21,0.78,0.01,0.17,2.18
13089,0.11,0,0,0.01,0.12
3713,2.15,0.12,0,0.36,2.62
19051,1.08,1.35,0.48,0.47,3.38
5168,0.11,0.09,0,0.03,0.23
5942,0.12,0.07,0,0.05,0.24
14149,1.55,1.15,1.44,0.43,4.57
14881,0.2,0.06,0,0.01,0.27
16711,0.31,0.08,0,0.01,0.4
135,0,0.03,0,0.01,0.03
9849,0.08,0.01,0,0.01,0.1
19981,0.84,0.56,0,0.15,1.55
5045,0,0,0.03,0,0.03
19015,0.06,0.04,0,0.01,0.1
4798,0.42,0.21,0.08,0.07,0.79
7221,0.19,0.1,0,0.03,0.31
13277,0,0,0.08,0,0.08
5157,0.63,0.06,1.03,0.04,1.77
3926,0,0.07,0.02,0.02,0.11
14797,0.39,0.2,0,0.06,0.65
5358,0.66,0.48,0.01,0.06,1.21
13778,0.24,0.01,0,0.02,0.27
17051,0.01,0.01,0.05,0,0.08
3421,0.16,0,0,0.01,0.18
1068,0.14,0.05,0,0,0.2
13137,0,0,0.16,0.01,0.17
751,0.09,0.03,0,0,0.12
4361,0.03,0,0,0,0.03
15650,0.06,0.04,0.05,0.01,0.15
4867,0,0,0.3,0,0.3
3980,0.09,0.02,0,0.01,0.12
3777,0,0,0.25,0.02,0.27
8832,0,0,0.08,0,0.08
2582,0,0,0.22,0,0.22
4033,0.16,0.13,0,0.04,0.34
16713,0,0,0.01,0,0.01
4450,0.01,0.05,0,0.01,0.08
5274,0,0,0.12,0,0.12
11852,0,0,0.22,0,0.22
19410,0.14,0.1,0,0.02,0.25
13176,0.68,0.25,0,0.02,0.95
3620,0.15,0.16,0,0.03,0.34
18415,0.28,0.19,0,0.03,0.5
10354,0.79,0.94,0,0.35,2.08
17618,0.04,0.03,0,0.01,0.07
2291,0.04,0.01,0,0,0.05
19595,0.08,0.02,0,0.01,0.1
987,0.02,0,0,0.01,0.03
1274,0.37,0.15,0,0.05,0.57
13028,0.2,0.15,0.06,0.05,0.46
3045,0.12,0,0,0.01,0.13
17398,0,0.02,0,0.01,0.03
3875,0.08,0.02,0,0,0.1
15811,0.26,0.28,0,0.07,0.6
6210,0.37,0.25,0,0.04,0.67
10343,0,0,0.08,0,0.08
7621,0.4,0.15,0,0.01,0.56
15828,0.87,0.85,0,0.2,1.92
6531,0.03,0.03,0,0.01,0.07
13492,0,0,0.36,0,0.36
12523,1.26,0.61,0.46,0.08,2.42
16539,0,0,0.08,0,0.08
11253,0.18,0.23,0,0.05,0.46
16028,0,0,0.77,0,0.77
12004,0,0.08,0,0,0.08
17599,1.89,0.91,0.04,0.24,3.07
14154,0.18,0,0,0.01,0.19
9182,0.3,0.02,0,0,0.32
3683,0.02,0,0,0,0.03
11932,0,0,0.41,0.01,0.42
15364,0,0,0.28,0,0.28
11954,0.1,0.07,0,0.01,0.18
10807,0.24,0.09,1.33,0.12,1.77
388,0,0,0.04,0,0.04
17118,0.63,0.43,0,0.07,1.13
10373,0,0,0.1,0,0.1
205,0.01,0.03,0,0,0.04
6967,0,0,0.29,0,0.29
7073,0,0.06,0,0.01,0.07
1176,0,0.01,0,0,0.01
7018,0.04,0.03,0,0,0.07
971,0.33,0.12,0,0.01,0.46
13364,0.55,0.17,0.42,0.06,1.2
5729,0.48,0,0,0.04,0.53
12565,0.12,0.04,0,0,0.16
3449,0,0,0.01,0,0.01
6076,0.21,0.21,0,0.04,0.45
18154,0.13,0.01,0,0.01,0.15
9629,4.75,9.26,4.16,2.05,20.22
16932,0.09,0.08,0.01,0.04,0.22
2371,0.58,0.51,0,0.32,1.41
4371,0.46,0.26,0.01,0.12,0.85
9256,0,0,0.36,0,0.36
12616,0.18,0.02,0.09,0.02,0.31
6951,0,0.01,0,0,0.01
19017,0.06,0.01,0.02,0.02,0.12
11768,0.04,0.01,0,0,0.05
4648,0.58,0.37,0.15,0.04,1.14
16098,0,0,0.38,0,0.38
11537,0,0,0.22,0,0.22
7511,0.07,0.02,0,0,0.09
9579,0.09,0,0,0.01,0.1
8071,0.16,0.02,0,0.02,0.2
18278,0.29,0.32,0.01,0.13,0.76
12515,0,0,0.06,0,0.06
71,0.14,0,0,0.01,0.15
10295,0.18,0.1,0,0.03,0.31
3159,1.76,1.21,0.07,0.16,3.2
259,0.04,0.03,0,0.01,0.08
1858,0,0,0.19,0,0.19
1728,0.13,0,0,0.01,0.14
5646,0,0,0.05,0,0.05
1437,1.37,1.34,0,0.14,2.85
2573,0.16,0.04,0,0.01,0.21
3181,0.37,0.35,0,0.07,0.8
17937,0.6,0.21,0,0.08,0.88
3195,0.31,0.24,0,0.08,0.64
6502,0.18,0.14,0,0.05,0.36
16065,0.09,0,0,0.01,0.1
1876,0.04,0.01,0,0,0.05
16649,0.13,0.03,0,0,0.17
546,1.22,0.05,0.05,0.01,1.34
16773,0,0,0.03,0,0.03
8378,0,0,0.28,0,0.28
6223,0.02,0,0,0,0.02
6352,0.01,0,0.15,0,0.17
13745,0.03,0,0,0,0.04
4330,0.24,0.01,0,0.02,0.27
4365,0,0,0.06,0,0.06
19223,0.05,0.03,0.06,0.02,0.16
18019,0.06,0.01,0.01,0.01,0.09
6075,0,0.23,0,0.01,0.24
11070,0.14,0.48,0,0.14,0.76
13743,0.07,0.13,0,0.03,0.22
11732,0.04,0.01,0,0,0.06
11898,0,0,0.42,0,0.42
19262,0.02,0.02,0,0,0.04
5859,0,0,0.2,0,0.2
16636,0.35,0.22,0.01,0.1,0.68
10282,0,0,0.04,0,0.04
3662,0,0,0.03,0,0.03
8109,0,0,0.12,0,0.12
19733,0.62,0.49,0,0.16,1.28
12091,0.11,0.09,0.12,0.03,0.34
7992,0.01,0,0,0,0.01
1844,0.1,0,0,0.01,0.1
15780,0.03,0.02,0,0,0.06
3842,0,0,0.09,0,0.09
5844,0.12,0.08,0.28,0.03,0.52
15217,0,0,0.08,0,0.08
7926,0.19,0,0,0.01,0.2
14091,0.54,0.16,0,0.03,0.73
7063,0.86,0.48,0,0.17,1.5
15166,0.05,0.01,0,0,0.07
4508,0.24,0.12,0,0.03,0.39
4014,2.97,0.69,1.81,0.11,5.58
2517,0,0.05,0,0,0.06
8295,0,0.01,0,0,0.01
700,0.02,0.01,0.16,0,0.19
13106,0.2,0,0,0.01,0.21
7263,0,0,0.18,0,0.18
14915,0.12,0.56,0,0.1,0.78
51,0.03,0.03,0,0.01,0.07
1253,0.04,0,0,0,0.05
18244,0.31,0.24,0.13,0.08,0.76
13836,0,0,0.05,0,0.05
19527,0.03,0.01,0,0,0.04
11472,0.12,1.26,1.16,0.45,2.99
19039,0.01,0.01,0,0,0.02
18412,0.05,0.11,0.01,0.04,0.21
18440,0.24,0.12,0.01,0.03,0.4
12206,0.04,0.18,0,0.04,0.26
5143,0,0,0.15,0,0.15
10059,0.09,0.03,0,0,0.12
3977,0,0,0.27,0.01,0.28
5173,0.06,0,0,0,0.07
8667,0.09,0,0.01,0.01,0.11
15095,0.5,0.28,0.04,0.14,0.96
1599,0,0,0.04,0,0.04
5820,0.1,0.07,0,0.01,0.18
10651,0,0,0.19,0,0.19
8399,0.1,0,0,0.01,0.11
15450,0,0.04,0,0,0.04
1031,0,0,0.15,0,0.15
8337,0,0,0.02,0,0.02
11705,0.02,0,0,0,0.02
17290,0.02,0.01,0,0,0.03
2870,0.18,0.12,0.42,0.05,0.76
10168,0,0.03,0,0.01,0.04
13409,0,0,0.28,0,0.28
8468,0,0.08,0,0.01,0.09
7088,0.08,0.06,0.11,0.02,0.26
15595,0.47,0.17,0,0.01,0.66
17689,0.01,0.02,0,0,0.04
15931,0.13,0.15,0,0.06,0.34
12563,2.39,0.73,0.03,0.29,3.44
5496,0.14,0.03,0,0,0.17
15300,0.72,0.56,0,0.19,1.46
333,0.07,0.05,0.13,0.02,0.26
12000,0.13,0,0,0.01,0.14
10075,0.12,0.1,0,0.02,0.24
18215,0.92,0.4,0,0.12,1.44
16251,1,0.21,0,0.13,1.35
12532,0.06,0,0,0.01,0.07
19486,0.04,0.01,0,0,0.05
5647,0.08,0,0,0.01,0.09
5216,0,0,0.08,0.01,0.08
7421,0.14,0.1,0,0.02,0.26
15068,0.12,0.63,0,0.11,0.86
8809,0.12,0.09,0,0.03,0.24
19065,0.28,0.24,0,0.1,0.63
13037,0.12,0,0,0.01,0.13
7539,1.79,1.06,0,0.29,3.15
15872,0,0,0.02,0,0.02
14516,0,0,0.06,0,0.06
4809,0.21,0.27,0,0.09,0.58
7736,0.05,0.02,0,0,0.06
12196,0.85,0.23,0,0.04,1.11
10604,0.02,0,0,0,0.02
1920,0.03,0,0,0,0.03
11704,0.16,0.01,0.29,0.02,0.48
8942,0.05,0,0,0,0.05
14772,0.3,0.11,0.01,0.04,0.45
9079,0.09,0.02,0,0,0.12
